talk_desc,event,talk_name,views,duration,tags,recorded_at,published on
"Ninety-nine percent of cancer drugs never make it to tumors, getting washed out of the body before they have time to do their job. How can we better deliver life-saving drugs? Cancer researcher Joy Wolfram shares cutting-edge medical research into nanoparticles -- tiny particles that could be used to deliver drugs accurately to tumors -- and explains how they could keep drugs in the body longer to attack malignant cells.",TEDxJacksonville,How nanoparticles could change the way we treat cancer,389973,653,"['cancer', 'medicine', 'medical research', 'science', 'disease', 'human body', 'health', 'biology', 'TEDx']",2018-10-20T00:00:00.000+00:00,1571427869
"Over the course of hundreds of scuba dives, marine biologist Ayana Elizabeth Johnson fell in love -- with a fish. In this ode to parrotfish, she shares five reasons why these creatures are simply amazing (from their ability to poop white sand to make colorful ""wardrobe changes"") and shows what's at stake -- for us and them -- as climate change threatens the future of coral reefs.",TED2019,A love story for the coral reef crisis,312893,402,"['fish', 'oceans', 'sustainability', 'nature', 'coral reefs', 'science', 'conservation']",2019-04-16T00:00:00.000+00:00,1571409860
"There are currently hundreds of thousands of people on transplant lists, waiting for critical organs like kidneys, hearts and livers that could save their lives. Unfortunately, there aren't enough donor organs available to fill that demand. What if, instead of waiting, we could create new, customized organs from scratch? Taneka Jones explores bioprinting, a new branch of regenerative medicine. [Directed by Hype CG, narrated by Addison Anderson].",TED-Ed,How to 3D print human tissue,272415,292,"['TED-Ed', 'animation', 'medicine', 'medical research', 'education', '3D printing', 'cancer', 'disease', 'illness', 'science', 'health', 'human body', 'biology', 'health care', 'healthcare', 'public health']",2019-10-17T00:00:00.000+00:00,1571326091
"We need a radically new approach to ocean conservation, says marine biologist and TED Fellow Alasdair Harris. In a visionary talk, he lays out a surprising solution to the problem of overfishing that could both revive marine life and rebuild local fisheries -- all by taking less from the ocean. ""When we design it right, marine conservation reaps dividends that go far beyond protecting nature,"" he says.",We the Future,How a handful of fishing villages sparked a marine conservation revolution,2010673,709,"['conservation', 'fish', 'oceans', 'environment', 'climate change', 'nature', 'sustainability', 'TED Fellows']",2019-09-24T00:00:00.000+00:00,1571323821
"During the winter of 2018-2019, one million tons of salt were applied to icy roads in the state of Pennsylvania alone. The salt from industrial uses like this often ends up in freshwater rivers, making their water undrinkable and contributing to a growing global crisis. How can we better protect these precious natural resources? Physical organic chemist Tina Arrowood shares a three-step plan to keep salt out of rivers -- and create a circular salt economy that turns industrial byproducts into valuable resources.",TED@DuPont,A circular economy for salt that keeps rivers clean,1831756,799,"['water', 'rivers', 'sustainability', 'industrial design', 'science', 'chemistry', 'environment', 'technology']",2019-09-12T00:00:00.000+00:00,1571255622
Should a cauliflower be valued and preserved like the Mona Lisa? What would it mean to us if we lost the cauliflower as a species? The world has experienced a 75 percent decrease in horticultural diversity in the past 150 years. Botanist and educator Esther Meduna explains why this is a problem and how the seed libraries popping up worldwide are helping combat it.,TEDxBasel,Why our future relies on the genetic diversity of food,26643,554,"['global issues', 'future', 'food', 'botany', 'plants']",2016-05-28T00:00:00.000+00:00,1571175530
"For millennia, the people of Britain had been using bronze to make tools and jewelry, and as a currency for trade. But around 800 BCE, that began to change: the value of bronze declined, causing social upheaval and an economic crisis— what we would call a recession today. So what causes recessions? Richard Coffin digs into the economic fluctuations that affect our modern markets. [Directed by Augenblick Studios, narrated by Addison Anderson, music by GDM Production Music].",TED-Ed,What causes an economic recession?,824575,288,"['education', 'TED-Ed', 'animation', 'economics', 'business', 'global issues', 'finance', 'money', 'history']",2019-10-15T00:00:00.000+00:00,1571175486
"How does psychological trauma affect children's developing brains? In this powerful talk, social worker Luis H. Zayas discusses his work with refugees and asylum-seeking families at the US-Mexico border. What emerges is a stunning analysis of the long-term impact of the US's controversial detention and child separation policies -- and practical steps for how the country can do better. ",TED Salon Border Stories,The psychological impact of child separation at the US-Mexico border,2037238,889,"['immigration', 'children', 'refugees', 'psychology', 'society', 'community', 'social change', 'politics', 'government', 'humanity', 'United States', 'history']",2019-09-10T00:00:00.000+00:00,1571168930
"Over his eight-year prison sentence, Marcus Bullock was sustained by his mother's love -- and by the daily letters and photos she sent of life on the outside. Years later, as an entrepreneur, Bullock asked himself: How can I make it easier for all families to stay connected during incarceration? Enter FlikShop: an app he developed that lets families send quick postcards to loved ones in prison and help keep open a critical line of support.",TED Salon The Macallan,An app that helps incarcerated people stay connected to their families,1805356,906,"['family', 'prison', 'social change', 'society', 'criminal justice', 'community', 'justice system']",2019-06-27T00:00:00.000+00:00,1571158036
"Social entrepreneur Julie Cordua works on a problem that isn't easy to talk about: the sexual abuse of children in images and videos on the internet. At Thorn, she's building technology to connect the dots between the tech industry, law enforcement and government -- so we can swiftly end the viral distribution of abuse material and rescue children faster. Learn more about how this scalable solution could help dismantle the communities normalizing child sexual abuse around the world today. (This ambitious plan is part of the Audacious Project, TED's initiative to inspire and fund global change.)",TED2019,How we can eliminate child sexual abuse material from the internet,1774074,830,"['sexual violence', 'activism', 'children', 'Internet', 'society', 'social change', 'software', 'law', 'government', 'trafficking', 'crime', 'Audacious Project']",2019-04-15T00:00:00.000+00:00,1571151562
"This is episode 2 of our animated series ""Think Like A Coder."" This 10-episode narrative follows a girl, Ethic, and her robot companion, Hedge, as they attempt to save the world. The two embark on a quest to collect three artifacts and must solve their way through a series of programming puzzles. [Directed by Kozmonot Animation Studio, narrated by Addison Anderson].",TED-Ed,"The Resistance | Think Like A Coder, Ep 2",515501,354,"['animation', 'TED-Ed', 'education', 'code', 'programming', 'robots', 'computers', 'robot']",2019-10-14T00:00:00.000+00:00,1571080220
"Theoretical physicist David Deutsch delivers a mind-bending meditation on the ""great monotony"" -- the idea that nothing novel has appeared in the universe for billions of years -- and shows how humanity's capacity to create explanatory knowledge could be the thing that bucks this trend. ""Humans are not playthings of cosmic forces,"" he says. ""We are users of cosmic forces.""",TED2019,"After billions of years of monotony, the universe is waking up",2179706,910,"['science', 'physics', 'cosmos', 'evolution', 'Planets', 'space', 'universe', 'future']",2019-04-15T00:00:00.000+00:00,1571065184
