talk_name,event_cat,views_x,p_year,mws,fkl,mtld,cnt_i,cnt_we,cnt_you,nip_comps_cnt,nip,nvr,time_period,most_frequent_topic
How I define beauty,TEDx,1409929,2019,11.0,5.5,44.87775306070933,62,10,27,12,0.0307692307692307,1.0061349693251531,4,gender equity
How I turned my Tourette's tics into art,TEDx,596424,2019,41.5,36.4,29.62438138194575,20,16,10,11,0.0161054172767203,3.0729166666666665,4,human feelings
The anti-CEO playbook,TED Main,4161712,2019,11.0,5.1,59.50396447308653,66,64,40,20,0.0192864030858244,1.425,4,technology
The next global agricultural revolution,TED Main,2372893,2019,15.5,9.6,68.47762247937644,3,20,4,15,0.043103448275862,1.7384615384615385,4,environment
Sloths! The strange life of the world's slowest mammal,TED Women,607886,2019,17.0,8.9,101.09725990233316,13,29,13,21,0.0246768507638072,1.6156716417910448,4,environment
How to build your confidence -- and spark it in others,TED Main,5820591,2019,16.0,9.1,75.74672738421762,39,55,24,9,0.0111111111111111,1.396103896103896,4,human feelings
The difference between healthy and unhealthy love,TED Main,8262328,2019,17.0,9.2,88.33400938749493,20,25,100,27,0.0368349249658935,1.1837349397590362,4,health
How AI could become an extension of your mind,TED Main,708893,2019,17.0,10.1,80.38227818082284,9,31,45,10,0.0185873605947955,1.2678571428571428,4,human feelings
What you should know about vaping and e-cigarettes,TED MED,2657957,2019,20.0,11.3,77.06672750195008,13,28,24,10,0.0115074798619102,2.196491228070176,4,human feelings
Could a tattoo help you stay healthy?,TEDx,689325,2019,19.0,10.9,91.98845893954626,29,45,39,14,0.0212765957446808,1.4309623430962344,4,environment
Digital humans that look just like us,TED Main,656534,2019,12.0,6.5,77.87352708631336,25,52,35,14,0.0185676392572944,1.1774193548387095,4,human feelings
Sleep is your superpower,TED Main,13222063,2019,20.0,10.3,73.36642795138889,17,86,104,32,0.0276338514680483,1.7728613569321534,4,gender equity
How your brain's executive function works -- and how to improve it,TEDx,4198278,2019,21.0,9.4,62.53816292934685,23,24,53,9,0.0162162162162162,0.962406015037594,4,environment
The case for having kids,TED Main,2087769,2019,13.0,7.5,82.76206168084764,26,28,30,16,0.0205128205128205,1.5311475409836066,4,human feelings
The crisis of leadership -- and a new way forward,TED Salon,2385630,2019,25.0,12.3,70.44363428111032,43,96,58,8,0.0093786635404454,1.230952380952381,4,human feelings
How to revive your belief in democracy,TED Main,1901342,2019,13.0,9.0,88.87286772246142,15,38,43,8,0.0091638029782359,1.6857142857142855,4,human feelings
Everything around you can become a computer,TED Main,582391,2019,10.0,7.4,58.78829091237883,23,65,54,11,0.0139064475347661,1.2344213649851632,4,economy
Mind-blowing stage sculptures that fuse music and technology,TED Main,638895,2019,24.0,12.5,80.5416478044364,26,50,21,22,0.0217391304347826,1.729537366548043,4,human feelings
How supercharged plants could slow climate change,TED Main,2097210,2019,19.0,8.6,53.18118494649488,28,84,42,21,0.0253623188405797,1.0769230769230769,4,environment
Why we ignore obvious problems -- and how to act on them,TED Salon,2462224,2019,18.5,8.2,76.88150457190358,12,39,38,10,0.0165289256198347,1.1300448430493273,4,technology
How to recover from activism burnout,TED Residency,1852933,2019,12.0,7.8,120.52289583591605,16,38,5,5,0.0105042016806722,1.5419354838709678,4,human feelings
Three ideas. Three contradictions. Or not.,TED Main,3009800,2019,15.0,7.2,54.626248313090414,153,12,34,28,0.0251572327044025,1.0938215102974829,4,health
Helping others makes us happier -- but it matters how we do it,TED Main,3935827,2019,21.0,10.3,115.09474190497744,25,57,24,20,0.0230149597238204,1.2529761904761905,4,technology
The surprising connection between brain injuries and crime,TEDx,3024789,2019,18.0,10.3,80.10767288371562,13,25,11,15,0.0213675213675213,1.911330049261084,4,human feelings
How generational stereotypes hold us back at work,TEDx,2506054,2019,13.0,8.8,60.54639788406748,24,67,21,11,0.0158273381294964,1.2523961661341854,4,human feelings
Can we cure genetic diseases by rewriting DNA?,TED Main,2266551,2019,30.0,16.3,84.86318109116759,4,35,22,48,0.0493827160493827,2.121311475409836,4,environment
A personal air-quality tracker that lets you know what you're breathing,TED Main,1833625,2019,23.0,11.3,109.8820283482716,4,20,25,8,0.0238805970149253,2.163793103448276,4,environment
How hip-hop helps us understand science,TED Main,2034111,2019,21.5,11.1,69.0955643155115,18,41,33,5,0.0100806451612903,1.6024096385542168,4,human feelings
Inside the black hole image that made history,TED Main,2903106,2019,18.5,8.3,72.40400619865547,19,56,52,22,0.0319303338171262,1.5289855072463767,4,human feelings
How Twitter needs to change,TED Main,2294084,2019,23.0,11.9,62.01604947490422,41,174,102,31,0.0200387847446671,1.1595092024539877,4,technology
Using your voice is a political choice,TED-Ed Weekend,1561241,2021,22.5,11.9,67.51717992426666,42,25,24,13,0.0296127562642369,1.1004566210045663,4,health
Facebook's role in Brexit -- and the threat to democracy,TED Main,4208400,2019,15.0,8.0,59.81233411664511,27,50,32,14,0.0153005464480874,1.7050359712230216,4,entertainment
The artificial muscles that will power robots of the future,TEDx,527669,2019,17.0,10.1,88.82927282490384,16,45,29,12,0.018348623853211,1.6341463414634143,4,environment
How colorism shapes our standards of beauty,TEDx,1153353,2019,12.0,6.4,58.63861598440546,35,28,30,8,0.0132890365448504,1.3625,4,gender equity
Where in the world is it easiest to get rich?,TEDx,1980135,2019,13.0,8.0,71.33062505120013,23,41,21,35,0.0371549893842887,2.3229166666666665,4,human feelings
"Empower a girl, transform a community",TED Women,1890206,2019,15.0,8.4,69.82608695652173,45,22,16,12,0.0159786950732356,1.3245283018867924,4,health
3 lessons on starting a movement from a self-defense trailblazer,TED Salon,1940775,2019,21.5,11.2,64.75568633853284,58,40,32,17,0.0253353204172876,1.297029702970297,4,health
How risk-taking changes a teenager's brain,TED Salon,2322298,2019,22.0,13.1,113.27911727798276,36,26,3,11,0.0157367668097281,1.8,4,human feelings
Wearable tech that helps you navigate by touch,TED Residency,1792144,2019,17.5,9.7,98.1136624647345,17,30,21,12,0.0314960629921259,1.4736842105263157,4,human feelings
"We don't ""move on"" from grief. We move forward with it",TED Women,5383290,2019,21.0,9.1,54.445471330652296,64,38,67,12,0.0132596685082872,1.0396600566572238,4,human feelings
How to lead a conversation between people who disagree,TED Salon,2843521,2019,22.0,13.1,49.66295471417966,2,64,15,7,0.0127504553734061,1.542857142857143,4,human feelings
Why we need more dogs in hospitals,TEDx,46040,2019,13.0,8.0,75.87539923183932,30,42,11,12,0.0115942028985507,1.5645645645645645,4,human feelings
An AI smartwatch that detects seizures,TEDx,1969445,2019,14.0,9.2,79.67736567817008,26,48,59,33,0.0345911949685534,1.484764542936288,4,human feelings
What refugees need to start new lives,TED Residency,1784640,2019,22.0,12.7,105.48572367760576,8,19,25,10,0.0272479564032697,1.4429530201342282,4,technology
Public art that turns cities into playgrounds of the imagination,TED Women,365379,2019,15.5,9.7,69.79843304843305,19,51,22,14,0.0192307692307692,1.460377358490566,4,human feelings
How does income affect childhood brain development?,TED Salon,2240697,2019,26.0,14.0,92.2173641215344,6,43,14,23,0.0325318246110325,1.927710843373494,4,human feelings
How centuries of sci-fi sparked spaceflight,TEDx,1764144,2019,28.0,14.7,60.57376551803597,10,31,9,26,0.0327044025157232,2.3583333333333334,4,human feelings
Can we regenerate heart muscle with stem cells?,TEDx,1989851,2019,21.0,10.2,77.99662421193725,22,79,31,27,0.0308571428571428,1.680473372781065,4,posessions
A short history of trans people's long fight for equality,TED Residency,1907616,2019,19.0,9.3,109.85574354407836,11,19,5,9,0.0240641711229946,1.8714285714285717,4,health
"To detect diseases earlier, let's speak bacteria's secret language",TEDx,1928563,2019,15.0,10.7,75.16659394286894,36,25,14,9,0.0128388017118402,1.2134831460674158,4,posessions
Cómo un doctor de astronautas capacita al cuerpo para el espacio,TEDx,14339,2019,13.5,7.4,64.83985573042776,16,36,24,19,0.0251322751322751,1.8154761904761905,4,human feelings
A new class of drug that could prevent depression and PTSD,TED Main,2334970,2019,15.0,9.1,101.75716692780712,1,18,5,6,0.0193548387096774,2.278481012658228,4,human feelings
What it's like to have Tourette's -- and how music gives me back control,TED-Ed Weekend,483040,2019,18.0,10.8,74.34500796712513,38,18,41,6,0.0100840336134453,1.1483253588516746,4,human feelings
The beautiful future of solar power,TEDx,857709,2019,15.0,8.0,88.88227297444263,36,31,22,4,0.0075046904315197,1.615819209039548,4,environment
Creative ways to get kids to thrive in school,TED Salon,2414047,2019,23.5,11.3,91.72401579651404,25,62,21,8,0.0099750623441396,1.334319526627219,4,gender equity
"How you can help save the bees, one hive at a time",TEDx,1905637,2019,12.0,7.6,79.92558445274284,21,106,34,27,0.0348837209302325,1.7837837837837838,4,environment
Why I turned Chicago's abandoned homes into art,TED Women,336548,2019,16.0,10.3,75.33712561304885,41,25,16,6,0.0074074074074074,1.7180616740088106,4,human feelings
The secret to scientific discoveries? Making mistakes,TEDx,1880127,2019,13.5,6.3,59.0163364318449,20,57,44,16,0.0239520958083832,1.0906148867313916,4,human feelings
How to keep human bias out of AI,TEDx,2237302,2019,16.0,8.4,85.56480390698164,22,41,48,17,0.0232876712328767,1.379182156133829,4,technology
Our dangerous obsession with perfectionism is getting worse,TED MED,2939618,2019,21.0,11.0,92.0571777739211,10,47,32,21,0.023489932885906,1.8194945848375448,4,health
How to cope with anxiety,TEDx,2692400,2019,22.0,13.2,71.09544686515719,14,42,122,7,0.0076419213973799,0.8,4,human feelings
Where did the Moon come from? A new theory,TED Salon,3049204,2019,14.0,7.7,56.23251758087201,23,37,9,3,0.0044776119402985,1.463302752293578,4,human feelings
What happens in your throat when you beatbox?,TEDx,452983,2019,20.0,10.4,65.88717671651355,24,42,53,15,0.0144230769230769,1.3793103448275863,4,environment
Why talent carries you further than fame,TEDx,4369428,2019,14.0,6.4,81.68649469286248,121,42,34,33,0.0336048879837067,1.135549872122762,4,gender equity
"The ""dementia village"" that's redefining elder care",TED Women,1886314,2019,14.0,6.1,44.51153325703493,12,48,13,11,0.0174603174603174,1.3980582524271843,4,human feelings
An unexpected tool for understanding inequality,TEDx,559029,2019,16.0,8.4,53.12540869806399,18,52,9,40,0.0589101620029455,1.3714285714285714,4,health
The most powerful woman you've never heard of,TED Main,1983224,2018,14.0,9.0,91.2267828518958,6,62,29,30,0.0376411543287327,1.8313253012048192,4,human feelings
How we can store digital data in DNA,TEDx,1900391,2019,14.0,7.5,80.19720791322953,3,104,19,22,0.0284237726098191,1.5239852398523983,4,environment
A bold idea to replace politicians,TED Main,2173494,2019,20.0,9.9,50.37670773093992,6,76,65,14,0.0177664974619289,1.2492753623188406,4,human feelings
How I'm making bricks out of ashes and rubble in Gaza,TED Women,1604778,2019,11.0,5.4,63.54268089209495,39,56,11,29,0.0449612403100775,1.3069767441860465,4,environment
Cómo los niños pueden aprender historia,TEDx,220835,2019,15.0,6.7,73.71282490955856,67,61,40,14,0.0123784261715296,1.2605042016806722,4,human feelings
Why we need to stop obsessing over World War II,TEDx,113860,2019,16.0,7.2,68.14197581431453,37,70,42,11,0.0099188458070333,1.6976047904191616,4,human feelings
How a new species of ancestors is changing our theory of human evolution,TEDx,2409900,2019,16.0,10.1,70.55967172132988,14,60,7,20,0.0292825768667642,2.116751269035533,4,human feelings
Is your country at risk of becoming a dictatorship? Here's how to know,TED Women,1787638,2019,16.5,8.3,77.64629525752167,49,47,55,19,0.0280235988200589,1.056379821958457,4,health
A juror's reflections on the death penalty,TED Women,1736325,2019,15.0,6.6,65.04101071724928,69,31,26,6,0.00625,1.1184668989547035,4,health
An architect's subversive reimagining of the US-Mexico border wall,TED Salon,1642081,2019,23.5,13.7,65.09825605495351,18,23,10,14,0.0203488372093023,2.160377358490566,4,human feelings
How to overcome apathy and find your power,TED Women,3813985,2019,15.0,9.0,50.72754888597147,28,119,14,6,0.0074349442379182,1.312849162011173,4,technology
How education helped me rewrite my life,TED Women,2133605,2019,15.5,8.4,68.57557951085354,59,16,12,14,0.0218408736349454,1.4192139737991267,4,technology
How to teach kids to talk about taboo topics,TED Salon,2244455,2019,23.0,11.1,80.05936176122458,47,36,20,27,0.0374479889042995,1.2545454545454546,4,health
What if all US health care costs were transparent?,TED Residency,2050757,2019,17.0,8.1,88.30380074287896,11,32,16,11,0.025943396226415,1.7707006369426752,4,posessions
How do we find dignity at work?,TED Salon,2170997,2019,18.0,8.6,60.959441953163925,17,77,57,15,0.0227963525835866,1.1257142857142857,4,health
How your personal narrative limits your future,TEDx,105238,2019,15.0,6.3,79.45287535896733,41,92,42,12,0.0133037694013303,1.0714285714285714,4,health
How today's truths shape tomorrow's possibilities,TEDx,381092,2019,12.0,6.9,53.24968550337896,26,90,15,25,0.0309405940594059,1.735973597359736,4,human feelings
Mass extinctions and the future of life on Earth,TEDx,114453,2019,13.0,5.8,68.79299562226392,23,99,38,57,0.0564356435643564,1.509090909090909,4,human feelings
Why the African diaspora is crucial to the continent's future,TEDx,194154,2019,17.0,9.8,74.55201221230625,35,58,88,19,0.019,1.4420485175202156,4,human feelings
The age of genetic wonder,TEDx,2078885,2019,15.0,8.3,48.43690929427201,9,58,126,44,0.040552995391705,1.3318284424379232,4,environment
A love story about the power of art as organizing,TED Women,3269742,2019,17.0,10.5,79.78900039463346,20,67,11,9,0.0126050420168067,2.045267489711934,4,human feelings
3 ways to practice civility,TED Salon,1868385,2019,15.0,7.6,60.89318338335266,59,42,30,21,0.0242494226327944,1.4330218068535825,4,health
Why noise is bad for your health -- and what you can do about it,TED MED,2157068,2019,17.0,10.5,83.7211071276947,5,43,46,6,0.009933774834437,1.8529411764705883,4,environment
How women in Pakistan are creating political change,TED Women,1602289,2019,15.0,7.9,79.45433093853683,42,40,24,20,0.0239520958083832,1.563063063063063,4,human feelings
Ink made of air pollution,TED Institute,534452,2019,18.0,9.7,69.04343459431632,9,42,18,11,0.0218253968253968,1.5093457943925233,4,environment
What your breath could reveal about your health,TED Institute,2232525,2019,22.5,12.9,93.86882365859014,11,17,27,13,0.0160692212608158,1.756198347107438,4,posessions
"How we can help the ""forgotten middle"" reach their full potential",TED Women,2000087,2019,19.0,11.5,89.74304748449484,30,39,24,5,0.0064267352185089,1.4526748971193415,4,health
The uncomplicated truth about women's sexuality,TEDx,2476464,2019,12.0,8.0,94.425599918309,6,35,19,10,0.0147058823529411,1.6237113402061856,4,health
Everyday sexism,TEDx,1340750,2019,21.0,9.5,59.31366915028535,76,67,21,52,0.0538302277432712,1.202755905511811,4,health
How do we learn to work with intelligent machines?,TED Salon,1882415,2019,14.0,7.7,107.41988737022338,9,32,9,14,0.023728813559322,1.2868525896414342,4,gender equity
